번호,종목명,평가액(억원),자산군 내 비중(%),지분율(%)
3071,QUALITAS CONTROLADORA SAB CV,14.94,0.00,0.06
3072,TOHO HOLDINGS CO LTD,14.90,0.00,0.10
3073,ZOZO INC,14.88,0.00,0.02
3074,ILIAD SA,14.87,0.00,0.01
3075,NINE ENTERTAINMENT CO HOLDIN,14.86,0.00,0.04
3076,BANK OF SHANGHAI CO LTD A,14.83,0.00,0.01
3077,POLY PROPERTY SERVICES CO LT,14.81,0.00,0.11
3078,CHAROEN POKPHAND FOODS NVDR,14.80,0.00,0.02
3079,NOF CORP,14.77,0.00,0.03
3080,GREENTOWN CHINA HOLDINGS,14.73,0.00,0.04
3081,RATIONAL AG,14.72,0.00,0.01
3082,PERRIGO CO PLC,14.71,0.00,0.02
3083,KINDRED GROUP PLC,14.68,0.00,0.06
3084,ANTOFAGASTA PLC,14.66,0.00,0.01
3085,GLOBAL POWER SYNERGY PCL F,14.63,0.00,0.02
3086,ICLICK INTERACTIVE ASIA ADR,14.62,0.00,0.19
3087,TRITON INTERNATIONAL LTD/BER,14.62,0.00,0.04
3088,NIHON M+A CENTER INC,14.62,0.00,0.01
3089,CHINA LIFE INSURANCE CO A,14.59,0.00,0.00
3090,RUENTEX DEVELOPMENT CO LTD,14.58,0.00,0.06
3091,BANCA MEDIOLANUM SPA,14.58,0.00,0.02
3092,GULF ENERGY DEVELOPMENT NVDR,14.58,0.00,0.01
3093,SAGE GROUP PLC/THE,14.57,0.00,0.02
3094,FAIRFAX FINANCIAL HLDGS LTD,14.55,0.00,0.01
3095,MACROMILL INC,14.55,0.00,0.51
3096,MAIL.RU GROUP GDR REGS,14.55,0.00,0.06
3097,OSOTSPA PCL NVDR,14.55,0.00,0.04
3098,BYLINE BANCORP INC,14.54,0.00,0.22
3099,DKSH HOLDING AG,14.53,0.00,0.03
3100,VARONIS SYSTEMS INC,14.52,0.00,0.03
3101,GUANGDONG HAID GROUP CO A,14.51,0.00,0.04
3102,MYOVANT SCIENCES LTD,14.50,0.00,0.05
3103,SPRING AIRLINES CO LTD A,14.49,0.00,0.02
3104,CAREDX INC,14.48,0.00,0.04
3105,LAND SECURITIES GROUP PLC,14.47,0.00,0.02
3106,COSMOS PHARMACEUTICAL CORP,14.41,0.00,0.02
3107,C UYEMURA + CO LTD,14.41,0.00,0.19
3108,SINGAPORE TECH ENGINEERING,14.41,0.00,0.01
3109,BANK OF BEIJING CO LTD  A,14.40,0.00,0.01
3110,BYD CO LTD  A,14.38,0.00,0.01
3111,SOUTH JERSEY INDUSTRIES,14.36,0.00,0.06
3112,FIRST PACIFIC CO,14.35,0.00,0.10
3113,AECC AVIATION POWER CO A,14.35,0.00,0.01
3114,HEALTHCARE SERVICES GROUP,14.35,0.00,0.06
3115,CHINA COMMUNICATIONS SERVI H,14.31,0.00,0.13
3116,LUXI CHEMICAL GROUP CO LT A,14.30,0.00,0.04
3117,SHANDONG GOLD MINING CO LT H,14.30,0.00,0.08
3118,NIPPON SUISAN KAISHA LTD,14.28,0.00,0.10
3119,VTB BANK PJSC,14.26,0.00,0.02
3120,RAIFFEISEN BANK INTERNATIONA,14.26,0.00,0.02
3121,CHINA PETROLEUM + CHEMICAL A,14.24,0.00,0.00
3122,ARROWHEAD PHARMACEUTICALS IN,14.22,0.00,0.02
3123,PLYMOUTH INDUSTRIAL REIT INC,14.21,0.00,0.35
3124,CHINA COMMUNICATIONS CONST H,14.19,0.00,0.09
3125,JDE PEET S NV,14.17,0.00,0.01
3126,WENS FOODSTUFFS GROUP CO   A,14.17,0.00,0.01
3127,NETUREN CO LTD,14.16,0.00,0.65
3128,DSP GROUP INC,14.12,0.00,0.33
3129,HKT TRUST AND HKT LTD SS,14.07,0.00,0.01
3130,CYRELA BRAZIL REALTY SA EMP,14.05,0.00,0.06
3131,TRUE CORP PCL FOREIGN,14.00,0.00,0.03
3132,LAND + HOUSES PUB CO FOR REG,13.97,0.00,0.04
3133,BIFFA PLC,13.94,0.00,0.13
3134,HONG LEONG FINANCIAL GROUP,13.92,0.00,0.02
3135,VIPER ENERGY PARTNERS LP,13.92,0.00,0.16
3136,NIPPON DENSETSU KOGYO CO LTD,13.91,0.00,0.10
3137,MONCLER SPA,13.91,0.00,0.01
3138,HARMONIC DRIVE SYSTEMS INC,13.89,0.00,0.01
3139,CIA CERVECERIAS UNIDAS SA,13.89,0.00,0.05
3140,WINGTECH TECHNOLOGY CO LTD A,13.87,0.00,0.01
3141,SANKYO CO LTD,13.85,0.00,0.06
3142,JET2 PLC,13.82,0.00,0.04
3143,DIGITAL ARTS INC,13.82,0.00,0.10
3144,QUIMICA Y MINERA CHIL SP ADR,13.80,0.00,0.02
3145,WATSCO INC,13.79,0.00,0.02
3146,KOOLEARN TECHNOLOGY HOLDING,13.74,0.00,0.04
3147,NOK CORP,13.72,0.00,0.07
3148,BERLI JUCKER PUB CO FORGN,13.72,0.00,0.03
3149,SLEEP NUMBER CORP,13.71,0.00,0.06
3150,JTEKT CORP,13.69,0.00,0.05
3151,AVIC XI AN AIRCRAFT INDUST A,13.66,0.00,0.01
3152,BANGKOK COMMERCIAL FOREIGN,13.66,0.00,0.05
3153,FIRST BUSEY CORP,13.66,0.00,0.12
3154,AMERICAN AIRLINES GROUP INC,13.66,0.00,0.01
3155,NISHIO RENT ALL CO LTD,13.66,0.00,0.21
3156,THAI UNION GROUP PCL F,13.62,0.00,0.06
3157,OPPEIN HOME GROUP INC A,13.61,0.00,0.02
3158,CARETRUST REIT INC,13.61,0.00,0.06
3159,AMS AG,13.59,0.00,0.02
3160,CHINA MOLYBDENUM CO LTD A,13.58,0.00,0.02
3161,AMERIS BANCORP,13.57,0.00,0.05
3162,RELIANCE INDS SPONS GDR 144A,13.55,0.00,0.00
3163,PRIMORIS SERVICES CORP,13.54,0.00,0.09
3164,LIONTRUST ASSET MANAGEMENT,13.53,0.00,0.11
3165,TEVA PHARMACEUTICAL IND LTD,13.51,0.00,0.01
3166,NIPPON PROLOGIS REIT INC,13.51,0.00,0.02
3167,EVE ENERGY CO LTD A,13.48,0.00,0.01
3168,VORNADO REALTY TRUST,13.47,0.00,0.02
3169,GAMMA COMMUNICATIONS PLC,13.46,0.00,0.06
3170,MIRATI THERAPEUTICS INC,13.45,0.00,0.02
3171,CHINA POWER INTERNATIONAL,13.43,0.00,0.06
3172,M/I HOMES INC,13.43,0.00,0.10
3173,SILVERCREST ASSET MANAGEME A,13.42,0.00,0.93
3174,FREEE KK,13.41,0.00,0.03
3175,DKK TOA CORP,13.39,0.00,0.76
3176,REPLIGEN CORP,13.39,0.00,0.01
3177,CHOFU SEISAKUSHO CO LTD,13.36,0.00,0.17
3178,GAMESTOP CORP CLASS A,13.35,0.00,0.09
3179,SUNGROW POWER SUPPLY CO LT A,13.35,0.00,0.01
3180,NORDNET AB PUBL,13.34,0.00,0.03
3181,INDUTRADE AB,13.32,0.00,0.02
3182,CHINA MERCHANTS SHEKOU IND A,13.29,0.00,0.01
3183,USA TRUCK INC,13.28,0.00,1.56
3184,STANDARD FOODS CORP,13.28,0.00,0.06
3185,SHIFT INC,13.27,0.00,0.05
3186,ASSOCIATED BANC CORP,13.27,0.00,0.05
3187,DAICEL CORP,13.26,0.00,0.06
3188,SMART METERING SYSTEMS PLC,13.22,0.00,0.11
3189,BURFORD CAPITAL LTD,13.22,0.00,0.06
3190,ATHENE HOLDING LTD CLASS A,13.19,0.00,0.01
3191,SANAN OPTOELECTRONICS CO L A,13.17,0.00,0.01
3192,TRUEBLUE INC,13.16,0.00,0.18
3193,AI INSIDE INC,13.15,0.00,0.04
3194,HEALTHCARE REALTY TRUST INC,13.14,0.00,0.03
3195,TRANSCONTINENTAL INC CL A,13.13,0.00,0.10
3196,REA GROUP LTD,13.12,0.00,0.01
3197,CARROLS RESTAURANT GROUP INC,13.11,0.00,0.37
3198,GENTEX CORP,13.09,0.00,0.01
3199,QIAGEN N.V.,13.06,0.00,0.08
3200,AVIC SHENYANG AIRCRAFT CO  A,13.06,0.00,0.01
3201,FUJI ELECTRIC CO LTD,13.04,0.00,0.02
3202,ULTRA ELECTRONICS HLDGS PLC,13.04,0.00,0.06
3203,RIKEN CORP,13.04,0.00,0.55
3204,CHINA SHIPBUILDING INDUSTR A,13.03,0.00,0.01
3205,TALGO SA,13.00,0.00,0.19
3206,TCF FINANCIAL CORP,12.96,0.00,0.03
3207,TELEKOM AUSTRIA AG,12.94,0.00,0.02
3208,FUTURE PLC,12.92,0.00,0.05
3209,TOROMONT INDUSTRIES LTD,12.90,0.00,0.02
3210,VANDA PHARMACEUTICALS INC,12.83,0.00,0.16
3211,DIGITAL CHINA HOLDINGS LTD,12.82,0.00,0.09
3212,COMSYS HOLDINGS CORP,12.80,0.00,0.03
3213,CIMAREX ENERGY CO,12.79,0.00,0.02
3214,ZTE CORP A,12.79,0.00,0.01
3215,BANK OF HANGZHOU CO LTD A,12.72,0.00,0.01
3216,ALLIED PROPERTIES REAL ESTAT,12.69,0.00,0.03
3217,TOYOTA TSUSHO CORP,12.66,0.00,0.01
3218,CARGURUS INC,12.64,0.00,0.04
3219,SSY GROUP LTD,12.63,0.00,0.07
3220,LUYE PHARMA GROUP LTD,12.60,0.00,0.08
3221,SINOTRANS LIMITED H,12.59,0.00,0.15
3222,ALD SA,12.59,0.00,0.02
3223,CENTURY BANCORP INC  CL A,12.57,0.00,0.41
3224,HYVE GROUP PLC,12.54,0.00,0.28
3225,SYDBANK A/S,12.53,0.00,0.09
3226,EPS HOLDINGS INC,12.52,0.00,0.26
3227,TOPCHOICE MEDICAL CORPORAT A,12.51,0.00,0.01
3228,S4 CAPITAL PLC,12.51,0.00,0.03
3229,BEIJING ORIENTAL YUHONG A,12.49,0.00,0.03
3230,SHENZHEN CAPCHEM TECHNOLOG A,12.49,0.00,0.02
3231,UNIPRES CORP,12.48,0.00,0.25
3232,HIBINO CORP,12.45,0.00,0.92
3233,ACE HARDWARE INDONESIA,12.45,0.00,0.05
3234,DAQIN RAILWAY CO LTD  A,12.45,0.00,0.01
3235,GENUS PLC,12.44,0.00,0.03
3236,GOODMAN PROPERTY TRUST,12.44,0.00,0.05
3237,W SCOPE CORP,12.42,0.00,0.18
3238,OPTIMIZERX CORP,12.40,0.00,0.24
3239,NINGBO TUOPU GROUP CO LTD A,12.38,0.00,0.02
3240,YAMAHA MOTOR CO LTD,12.37,0.00,0.02
3241,NISSAN MOTOR CO LTD,12.37,0.00,0.00
3242,CHINA MERCHANTS SHEKOU IND A,12.35,0.00,0.01
3243,NTT DATA INTRAMART CORP,12.32,0.00,0.79
3244,ALEXANDER + BALDWIN INC,12.32,0.00,0.09
3245,MUANGTHAI CAPITAL PCL FOREIG,12.32,0.00,0.03
3246,NETCOMPANY GROUP AS,12.30,0.00,0.02
3247,BEENOS INC,12.30,0.00,0.33
3248,TADANO LTD,12.29,0.00,0.10
3249,LIBERTY TRIPADVISOR HDG A,12.28,0.00,0.36
3250,CHINA SOUTHERN AIRLINES CO H,12.28,0.00,0.04
3251,BANK BTPN SYARIAH TBK PT,12.26,0.00,0.05
3252,RABIGH REFINING AND PETROCHE,12.25,0.00,0.03
3253,TOSEI CORP,12.24,0.00,0.20
3254,VAT GROUP AG,12.24,0.00,0.02
3255,BOA VISTA SERVICOS SA,12.22,0.00,0.10
3256,SANDFIRE RESOURCES LTD,12.22,0.00,0.15
3257,INTERTRUST NV,12.19,0.00,0.07
3258,HUATAI SECURITIES CO LTD A,12.18,0.00,0.02
3259,1 800 FLOWERS.COM INC CL A,12.13,0.00,0.12
3260,KRUNGTHAI CARD PCL NVDR,12.13,0.00,0.02
3261,FUKUDA DENSHI CO LTD,12.12,0.00,0.07
3262,CIE FINANCIERE RICHEMO A REG,12.12,0.00,0.00
3263,BANGKOK EXPRESSWAY NVDR,12.12,0.00,0.03
3264,ATLANTIC CAPITAL BANCSHARES,12.11,0.00,0.34
3265,LA Z BOY INC,12.11,0.00,0.06
3266,MABANEE CO KPSC,12.10,0.00,0.05
3267,MERCARI INC,12.10,0.00,0.02
3268,INTERTAPE POLYMER GROUP INC,12.07,0.00,0.10
3269,UNIGROUP GUOXIN MICROELECT A,12.07,0.00,0.01
3270,FUSO CHEMICAL CO LTD,12.06,0.00,0.09
3271,JAPAN HOTEL REIT INVESTMENT,12.05,0.00,0.05
3272,BREMBO SPA,12.04,0.00,0.03
3273,BEACON ROOFING SUPPLY INC,12.04,0.00,0.04
3274,NEW HOPE LIUHE CO LTD A,12.03,0.00,0.01
3275,EQUITY COMMONWEALTH,12.03,0.00,0.03
3276,PROVIDENT FINANCIAL PLC,12.01,0.00,0.10
3277,EMBOTELLADORA ANDINA PREF B,12.01,0.00,0.09
3278,CAPITAL POWER CORP,12.00,0.00,0.04
3279,SONIC HEALTHCARE LTD,11.98,0.00,0.01
3280,SCHNITZER STEEL INDS INC A,11.98,0.00,0.13
3281,YPF S.A. SPONSORED ADR,11.97,0.00,0.06
3282,SHINNIHON CORP,11.97,0.00,0.22
3283,FULLCAST HOLDINGS CO LTD,11.97,0.00,0.18
3284,KEYWORDS STUDIOS PLC,11.96,0.00,0.04
3285,CIA BRASILEIRA DE DIS  ADR,11.95,0.00,0.03
3286,HENSOLDT AG,11.94,0.00,0.06
3287,SAUDI AIRLINES CATERING CO,11.92,0.00,0.06
3288,ALTICE EUROPE NV,11.91,0.00,0.02
3289,HANOVER INSURANCE GROUP INC/,11.89,0.00,0.03
3290,NIPPON AIR CONDITIONING SERV,11.87,0.00,0.42
3291,YELP INC,11.86,0.00,0.05
3292,IFLYTEK CO LTD   A,11.86,0.00,0.01
3293,ZHENRO PROPERTIES GROUP LTD,11.85,0.00,0.04
3294,RATCH GROUP PCL NVDR,11.84,0.00,0.04
3295,AIDA ENGINEERING LTD,11.83,0.00,0.17
3296,CHINA GREATWALL TECHNOLOGY A,11.83,0.00,0.02
3297,CHINA RAILWAY GROUP LTD A,11.81,0.00,0.01
3298,TSUBAKIMOTO CHAIN CO,11.81,0.00,0.11
3299,GRUPO AEROPORTUARIO PAC ADR,11.79,0.00,0.02
3300,HUADONG MEDICINE CO LTD A,11.79,0.00,0.02
3301,KRUNGTHAI CARD PCL FOREIGN,11.72,0.00,0.02
3302,DANIELI + CO,11.72,0.00,0.15
3303,SHANDONG GOLD MINING CO LT A,11.71,0.00,0.03
3304,TRANSALTA RENEWABLES INC,11.71,0.00,0.02
3305,NELNET INC CL A,11.71,0.00,0.06
3306,JEFFERIES FINANCIAL GROUP IN,11.69,0.00,0.02
3307,TURK HAVA YOLLARI AO,11.69,0.00,0.04
3308,NATIONAL EXPRESS GROUP PLC,11.68,0.00,0.05
3309,GOTION HIGH TECH CO LTD A,11.68,0.00,0.01
3310,MERIDIAN BANCORP INC,11.66,0.00,0.14
3311,ALSO HOLDING AG REG,11.66,0.00,0.03
3312,SCHOUW + CO,11.62,0.00,0.04
3313,INTER PARFUMS INC,11.61,0.00,0.06
3314,ALPHA FX GROUP PLC,11.60,0.00,0.15
3315,EDION CORP,11.59,0.00,0.09
3316,THALES SA,11.57,0.00,0.01
3317,WIENERBERGER AG,11.56,0.00,0.03
3318,SHANGHAI PUTAILAI NEW ENER A,11.56,0.00,0.10
3319,EQUINITI GROUP PLC,11.55,0.00,0.19
3320,TOKYO SEIMITSU CO LTD,11.55,0.00,0.05
3321,AEON MALL CO LTD,11.55,0.00,0.03
3322,GUOTAI JUNAN SECURITIES CO A,11.54,0.00,0.02
3323,SUNING.COM CO LTD A,11.53,0.00,0.01
3324,ITM POWER PLC,11.51,0.00,0.03
3325,ADDUS HOMECARE CORP,11.50,0.00,0.06
3326,BANCO SANTANDER MEXICO  ADR,11.50,0.00,0.03
3327,BANK OF JIANGSU CO LTD A,11.48,0.00,0.01
3328,YANTAI JEREH OILFIELD A,11.47,0.00,0.03
3329,ADVANSIX INC,11.45,0.00,0.19
3330,ZHEJIANG HUAYOU COBALT CO  A,11.44,0.00,0.01
3331,ASE TECHNOLOGY HOLDING  ADR,11.44,0.00,0.01
3332,TAIHEIYO CEMENT CORP,11.44,0.00,0.03
3333,AMADA CO LTD,11.44,0.00,0.03
3334,BANCO SANTANDER CHILE ADR,11.38,0.00,0.01
3335,GIBSON ENERGY INC,11.32,0.00,0.04
3336,WINNING HEALTH TECHNOLOGY A,11.31,0.00,0.03
3337,GRACE TECHNOLOGY INC,11.30,0.00,0.11
3338,GIGADEVICE SEMICONDUCTOR B A,11.29,0.00,0.01
3339,KORIAN,11.29,0.00,0.03
3340,GAMES WORKSHOP GROUP PLC,11.24,0.00,0.02
3341,BARLOWORLD LTD,11.23,0.00,0.08
3342,KRONOS WORLDWIDE INC,11.23,0.00,0.06
3343,GF SECURITIES CO LTD A,11.22,0.00,0.01
3344,NEURONETICS INC,11.21,0.00,0.44
3345,FLETCHER BUILDING LTD,11.20,0.00,0.03
3346,FOCUS FINANCIAL PARTNERS A,11.19,0.00,0.05
3347,SRI TRANG GLOVES THAILA NVDR,11.18,0.00,0.03
3348,TURNING POINT THERAPEUTICS I,11.17,0.00,0.02
3349,VERSO CORP   A,11.13,0.00,0.25
3350,OCCIDENTAL PETROLEUM CORP,11.13,0.00,0.00
3351,GENASYS INC,11.12,0.00,0.47
3352,RICARDO PLC,11.12,0.00,0.35
3353,NEXTGEN HEALTHCARE INC,11.12,0.00,0.08
3354,NINGBO JOYSON ELECTRONIC   A,11.11,0.00,0.02
3355,TOBISHIMA CORP,11.11,0.00,0.51
3356,NIPPON SIGNAL COMPANY LTD,11.11,0.00,0.16
3357,EL POLLO LOCO HOLDINGS INC,11.08,0.00,0.15
3358,ASYMCHEM LABORATORIES TIAN A,11.07,0.00,0.01
3359,CHINA RAILWAY CONSTRUCTION H,11.06,0.00,0.09
3360,INSPUR ELECTRONIC INFORMAT A,11.06,0.00,0.03
3361,PRA HEALTH SCIENCES INC,11.05,0.00,0.01
3362,NUANCE COMMUNICATIONS INC,11.05,0.00,0.01
3363,NAUTILUS INC,11.01,0.00,0.18
3364,NEXTIER OILFIELD SOLUTIONS I,11.00,0.00,0.14
3365,YAMAHA CORP,11.00,0.00,0.01
3366,ECHO GLOBAL LOGISTICS INC,10.99,0.00,0.14
3367,EASTERN CO SAE,10.99,0.00,0.05
3368,NORTH WEST CO INC/THE,10.99,0.00,0.08
3369,HUBBELL INC,10.96,0.00,0.01
3370,MEDIFAST INC,10.96,0.00,0.04
3371,ANHUI CONCH CEMENT CO LTD A,10.96,0.00,0.01
3372,SOFTCAT PLC,10.96,0.00,0.03
3373,LAOBAIXING PHARMACY CHAIN A,10.95,0.00,0.05
3374,BAWAG GROUP AG,10.95,0.00,0.02
3375,TIANJIN ZHONGHUAN SEMICOND A,10.94,0.00,0.01
3376,NEW CHINA LIFE INSURANCE C A,10.94,0.00,0.01
3377,JOHNSON OUTDOORS INC A,10.94,0.00,0.10
3378,SPIRAX SARCO ENGINEERING PLC,10.92,0.00,0.01
3379,SHANGHAI M+G STATIONERY IN A,10.91,0.00,0.01
3380,MEDIAALPHA INC CLASS A,10.90,0.00,0.08
3381,K WAH INTL HOLDINGS,10.90,0.00,0.07
3382,DISCOVERY INC   A,10.90,0.00,0.02
3383,K S HOLDINGS CORP,10.90,0.00,0.03
3384,YAMATANE CORP,10.89,0.00,0.67
3385,BANK OF NANJING CO LTD  A,10.89,0.00,0.01
3386,HUAXIA BANK CO LTD A,10.89,0.00,0.01
3387,ABOITIZ POWER CORP,10.89,0.00,0.02
3388,INDUSTRIAL LOGISTICS PROPERT,10.89,0.00,0.07
3389,REALOGY HOLDINGS CORP,10.88,0.00,0.07
3390,WEICHAI POWER CO LTD A,10.88,0.00,0.03
3391,EVERI HOLDINGS INC,10.87,0.00,0.08
3392,AVISTA CORP,10.85,0.00,0.04
3393,AURINIA PHARMACEUTICALS INC,10.82,0.00,0.08
3394,WUHU TOKEN SCIENCE CO LTD A,10.80,0.00,0.04
3395,GEMDALE CORP A,10.79,0.00,0.02
3396,HUALAN BIOLOGICAL ENGINEER A,10.77,0.00,0.02
3397,WATCHES OF SWITZERLAND GROUP,10.76,0.00,0.05
3398,LONGI GREEN ENERGY TECHNOL A,10.75,0.00,0.05
3399,POWER INTEGRATIONS INC,10.74,0.00,0.02
3400,MAXSCEND MICROELECTRONICS  A,10.73,0.00,0.03
3401,ELECTRICITY GENERA PCL NVDR,10.72,0.00,0.03
3402,XINJIANG GOLDWIND SCI+TECH A,10.69,0.00,0.02
3403,PRAIRIESKY ROYALTY LTD,10.67,0.00,0.06
3404,VERACYTE INC,10.67,0.00,0.03
3405,NEW ORIENTAL EDUCATION + TEC,10.66,0.00,0.00
3406,ARTISAN PARTNERS ASSET MA  A,10.65,0.00,0.03
3407,EGUARANTEE INC,10.64,0.00,0.10
3408,ORORA LTD,10.64,0.00,0.05
3409,BEFESA SA,10.63,0.00,0.05
3410,CHEMRING GROUP PLC,10.62,0.00,0.09
3411,LOJAS QUERO QUERO S/A,10.60,0.00,0.17
3412,SUMITOMO HEAVY INDUSTRIES,10.60,0.00,0.03
3413,AVEVA GROUP PLC,10.58,0.00,0.01
3414,FOX CORP   CLASS B,10.56,0.00,0.01
3415,YASUDA LOGISTICS CORP,10.56,0.00,0.34
3416,RADCOM LTD,10.55,0.00,0.63
3417,BUKIT ASAM TBK PT,10.55,0.00,0.04
3418,GENWORTH MI CANADA INC,10.54,0.00,0.03
3419,FRESH DEL MONTE PRODUCE INC,10.53,0.00,0.08
3420,AUSTAL LTD,10.53,0.00,0.13
3421,BANDWIDTH INC CLASS A,10.52,0.00,0.03
3422,GD POWER DEVELOPMENT CO  A,10.50,0.00,0.01
3423,AIRPORT FACILITIES CO LTD,10.50,0.00,0.40
3424,PETROCHINA CO LTD A,10.49,0.00,0.00
3425,EREX CO LTD,10.49,0.00,0.08
3426,BEIJING EASPRING MATERIAL A,10.49,0.00,0.02
3427,CHINA MERCHANTS PROPERTY O A,10.48,0.00,0.04
3428,LAWSON INC,10.48,0.00,0.02
3429,HANWA CO LTD,10.47,0.00,0.08
3430,GREAT WALL MOTOR CO LTD A,10.45,0.00,0.02
3431,TBEA CO LTD A,10.45,0.00,0.03
3432,GRAINGER PLC,10.43,0.00,0.04
3433,OSAKA ORGANIC CHEMICAL IND,10.42,0.00,0.14
3434,FOUNDER SECURITIES CO LTD A,10.40,0.00,0.01
3435,SHANGHAI LUJIAZUI FIN+TRAD B,10.35,0.00,0.11
3436,CHINA OVERSEAS PROPERTY HOLD,10.35,0.00,0.06
3437,STELLA JONES INC,10.32,0.00,0.04
3438,NATURAL GAS SERVICES GROUP,10.30,0.00,0.74
3439,WUHAN GUIDE INFRARED CO LT A,10.28,0.00,0.01
3440,PZ CUSSONS PLC,10.28,0.00,0.07
3441,FOXCONN INDUSTRIAL INTERNE A,10.26,0.00,0.00
3442,RENAISSANCE INC,10.26,0.00,0.51
3443,MONEY FORWARD INC,10.26,0.00,0.04
3444,PROVIDENCE SERVICE CORP,10.23,0.00,0.05
3445,ANIMA HOLDING SPA,10.22,0.00,0.06
3446,GAZPROM PJSC,10.22,0.00,0.07
3447,EQT AB,10.21,0.00,0.00
3448,FOCUS MEDIA INFORMATION TE A,10.21,0.00,0.03
3449,CHARM CARE CORP,10.21,0.00,0.23
3450,AVID TECHNOLOGY INC,10.19,0.00,0.13
3451,ALKERMES PLC,10.16,0.00,0.03
3452,SUN FRONTIER FUDOUSAN CO LTD,10.14,0.00,0.22
3453,CENCOSUD SHOPPING SA,10.14,0.00,0.03
3454,SEB SA,10.09,0.00,0.01
3455,YONGHUI SUPERSTORES CO LTD A,10.08,0.00,0.06
3456,SHUTTERSTOCK INC,10.04,0.00,0.04
3457,OWENS + MINOR INC,10.04,0.00,0.05
3458,CELESTICA INC,10.04,0.00,0.14
3459,GREAT LAKES DREDGE + DOCK CO,10.03,0.00,0.11
3460,NATUS MEDICAL INC,10.03,0.00,0.14
3461,SCATEC ASA,10.02,0.00,0.01
3462,COMPUTACENTER PLC,10.01,0.00,0.02
3463,GULF BANK,10.01,0.00,0.04
