created,tweet_text,ko_text,nouns
Thu Feb 10 06:34:22 +0000 2022,"진짜 세상 누나라고요? 
아무리봐도 동생같은 귀여움소유자
머리자르고 잼미니돠어서 놀리는 맛이 있구요~ 여기 타로 맛집이구요~
같이 겜하면 재밌는데 
우리 언제 밥먹고 또 게임하죠!?!?
시간될때 날잡고 맛난… https://t.co/hcrt19mNuD",진짜 세상 누나라고요 아무리봐도 동생같은 귀여움소유자머리자르고 잼미니돠어서 놀리는 맛이 있구요 여기 타로 맛집이구요같이 겜하면 재밌는데 우리 언제 밥먹고 또 게임하죠시간될때 날잡고 맛난 ,"['세상', '누나', '고요', '동생', '소유자', '머리', '미니', '타로', '맛집', '잡고']"
Thu Feb 10 06:34:21 +0000 2022,"RT @arcticcave: 출시 예정인 실시간 전략 카드게임 레조넌스 솔스티스 (雷索纳斯, Resonance Solstice)의 메인 일러스트를 담당하였습니다.이 게임에서 주인공은 특수한 열차의 차장이 되어 여러가지 일을 해결 해 나갑니다. 앞으로…",  출시 예정인 실시간 전략 카드게임 레조넌스 솔스티스   의 메인 일러스트를 담당하였습니다이 게임에서 주인공은 특수한 열차의 차장이 되어 여러가지 일을 해결 해 나갑니다 앞으로,"['출시', '예정', '실시간', '전략', '카드게임', '레조', '넌스', '솔스', '티스', '메인', '일러스트', '담당', '주인공', '열차', '차장', '여러가지', '해결']"
Thu Feb 10 06:34:21 +0000 2022,"RT @ho_k41: #rt+#follow 이벤트

샘들 저 홋케 필름있는 스글 0.9에 구했어요 배송 왔는데 너무 이쁭ㅇ요😭그래서 기분 좋으니깐 이벤트 
16.0 아래로 원하는거 다 부르세요🤭

장르한정입미다 
저는 굿즈만 사드립미다 제받 딴 거…",   이벤트샘들 저 홋케 필름있는 스글 에 구했어요 배송 왔는데 너무 이쁭ㅇ요그래서 기분 좋으니깐 이벤트  아래로 원하는거 다 부르세요장르한정입미다 저는 굿즈만 사드립미다 제받 딴 거,"['이벤트', '홋케', '필름', '스글', '배송', '이쁭', '래서', '기분', '이벤트', '아래', '장르', '한정', '드립']"
Thu Feb 10 06:34:19 +0000 2022,RT @nangmangather: 솔라가 팀 게임으로 얻은 점수를 개인 점수로 빼지 않고 모두 팀 점수로 입력해서 팀 점수 1등으로 솔라팀이 우승을 했는데 팀 점수 1등으로 벌칙 면제가 되지만 개인 선물은 없는 상황..그게 마음이 쓰였는지 송지효가…,  솔라가 팀 게임으로 얻은 점수를 개인 점수로 빼지 않고 모두 팀 점수로 입력해서 팀 점수 등으로 솔라팀이 우승을 했는데 팀 점수 등으로 벌칙 면제가 되지만 개인 선물은 없는 상황그게 마음이 쓰였는지 송지효가,"['라가', '점수', '개인', '점수', '점수', '입력', '점수', '우승', '점수', '벌칙', '면제', '개인', '선물', '상황', '그게', '마음', '송지효']"
Thu Feb 10 06:34:16 +0000 2022,RT @gamebeers: 많고 많은 게임 중에 로오히만 콕 찝어서 그리고 라이레이 하나만 띡 가져와서 그것도 알계로 저러는 게 얼마나 저열하고 비열하고 하찮은 인간상인지를 극명하게 보여주는 듯...,  많고 많은 게임 중에 로오히만 콕 찝어서 그리고 라이레이 하나만 띡 가져와서 그것도 알계로 저러는 게 얼마나 저열하고 비열하고 하찮은 인간상인지를 극명하게 보여주는 듯,"['라이', '레이', '그것', '저열', '인간', '인지']"
Thu Feb 10 06:34:15 +0000 2022,RT @gamebeers: 많고 많은 게임 중에 로오히만 콕 찝어서 그리고 라이레이 하나만 띡 가져와서 그것도 알계로 저러는 게 얼마나 저열하고 비열하고 하찮은 인간상인지를 극명하게 보여주는 듯...,  많고 많은 게임 중에 로오히만 콕 찝어서 그리고 라이레이 하나만 띡 가져와서 그것도 알계로 저러는 게 얼마나 저열하고 비열하고 하찮은 인간상인지를 극명하게 보여주는 듯,"['라이', '레이', '그것', '저열', '인간', '인지']"
Thu Feb 10 06:34:11 +0000 2022,"RT @NINTENSHIELD: 닌텐도 스위치 온라인
패밀리 컴퓨터&amp; 슈퍼 패미컴 새로운 게임 추가
""마더 &amp; 마더 2 기그의 역습"" https://t.co/fXZ9pVjt48",  닌텐도 스위치 온라인패밀리 컴퓨터 슈퍼 패미컴 새로운 게임 추가마더  마더  기그의 역습 ,"['닌텐도', '스위치', '온라인', '패밀리', '컴퓨터', '슈퍼', '패미컴', '추가', '마더', '마더', '역습']"
Thu Feb 10 06:34:11 +0000 2022,"🍓블리치 비공식 팬게임 '딸기100Q' 배포합니다 
쿠로사키 이치고에 관한 100문제로 이루어져 있습니다

지원 환경 : Android
다운로드 :
https://t.co/t3o385yull https://t.co/v3dTOa6VGH",블리치 비공식 팬게임 딸기 배포합니다 쿠로사키 이치고에 관한 문제로 이루어져 있습니다지원 환경  다운로드  ,"['블리치', '비공식', '딸기', '배포', '쿠로', '사키', '이치고', '문제', '지원', '환경', '다운로드']"
Thu Feb 10 06:34:10 +0000 2022,"RT @mabi_seran: https://t.co/AO2ZqnxQJR

어라? 마비노기 게임어바웃 문 닫는구나. 한때 마비노기 타임즈와 함께 자주 이용했던 곳이었는데 이렇게 사라진다.",  어라 마비노기 게임어바웃 문 닫는구나 한때 마비노기 타임즈와 함께 자주 이용했던 곳이었는데 이렇게 사라진다,"['마비노기', '바웃', '마비노기', '타임즈', '자주', '이용']"
Thu Feb 10 06:34:09 +0000 2022,이거 기억이 안나는건데.. 1인칭은 투디에서 뭐든 써도 어색하지 않은 오타쿠니까 신경을 안쓰고 있었단 말야 원래 레코 처음 봤을 땐 1인칭 와타시였나? 서브게임하고 있을 땐 오레였는데 이거 그거였냐구,이거 기억이 안나는건데 인칭은 투디에서 뭐든 써도 어색하지 않은 오타쿠니까 신경을 안쓰고 있었단 말야 원래 레코 처음 봤을 땐 인칭 와타시였나 서브게임하고 있을 땐 오레였는데 이거 그거였냐구,"['기억', '인칭', '투디', '오타쿠', '신경', '원래', '레코', '처음', '인칭', '와타시', '서브', '오레', '그거']"
Thu Feb 10 06:34:06 +0000 2022,RT @laon_giants: 도대체 자카르타 아시안게임때는 무슨일이 있었길래 야구선수들을 이렇게 찍어놨던거임? https://t.co/oLA3ocPBdE,  도대체 자카르타 아시안게임때는 무슨일이 있었길래 야구선수들을 이렇게 찍어놨던거임 ,"['도대체', '자카르타', '아시안', '일이', '야구선수']"
Thu Feb 10 06:34:02 +0000 2022,"핕멜
접촉만 없다시피 했지 토마스랑 거진 비슷하게 둘이 악연으로 꽁꽁 싸매져 있다는게
피터가 멜로디 이퀄 이사에게 가족 여친등 왠만한 사회적 관계자들 앗아가고 아예 게임 속에 가뒀다는게
이 혐관 맛있다 멜로… https://t.co/MMuTu7dSdo",핕멜접촉만 없다시피 했지 토마스랑 거진 비슷하게 둘이 악연으로 꽁꽁 싸매져 있다는게피터가 멜로디 이퀄 이사에게 가족 여친등 왠만한 사회적 관계자들 앗아가고 아예 게임 속에 가뒀다는게이 혐관 맛있다 멜로 ,"['핕멜접촉', '토마스', '악연', '꽁꽁', '피터', '멜로디', '이사', '가족', '여친', '사회', '관계자', '아예', '게이', '혐관', '멜로']"
Thu Feb 10 06:34:00 +0000 2022,"RT @arcticcave: 출시 예정인 실시간 전략 카드게임 레조넌스 솔스티스 (雷索纳斯, Resonance Solstice)의 메인 일러스트를 담당하였습니다.이 게임에서 주인공은 특수한 열차의 차장이 되어 여러가지 일을 해결 해 나갑니다. 앞으로…",  출시 예정인 실시간 전략 카드게임 레조넌스 솔스티스   의 메인 일러스트를 담당하였습니다이 게임에서 주인공은 특수한 열차의 차장이 되어 여러가지 일을 해결 해 나갑니다 앞으로,"['출시', '예정', '실시간', '전략', '카드게임', '레조', '넌스', '솔스', '티스', '메인', '일러스트', '담당', '주인공', '열차', '차장', '여러가지', '해결']"
Thu Feb 10 06:33:56 +0000 2022,RT @gamebeers: 많고 많은 게임 중에 로오히만 콕 찝어서 그리고 라이레이 하나만 띡 가져와서 그것도 알계로 저러는 게 얼마나 저열하고 비열하고 하찮은 인간상인지를 극명하게 보여주는 듯...,  많고 많은 게임 중에 로오히만 콕 찝어서 그리고 라이레이 하나만 띡 가져와서 그것도 알계로 저러는 게 얼마나 저열하고 비열하고 하찮은 인간상인지를 극명하게 보여주는 듯,"['라이', '레이', '그것', '저열', '인간', '인지']"
Thu Feb 10 06:33:54 +0000 2022,RT @J2_2y3h: 아 레전드 친근함 뭔 말만 하면 밸런스 게임 하는 거 https://t.co/D0BUVwl6jf,  아 레전드 친근함 뭔 말만 하면 밸런스 게임 하는 거 ,"['레전드', '밸런스']"
Thu Feb 10 06:33:52 +0000 2022,"RT @d01n: 영업할게 없으니 나를 영업합니다.
이상한 음악 만드는 인간입니다.

이상한 앨범도 냈읍니다
https://t.co/ocpCiPmarN

이상한 게임에도 많이 들어가 있읍니다...
(펌프하세요 펌프) https://t.co/xd6Th…",  영업할게 없으니 나를 영업합니다이상한 음악 만드는 인간입니다이상한 앨범도 냈읍니다이상한 게임에도 많이 들어가 있읍니다펌프하세요 펌프 ,"['영업', '영업', '음악', '인간', '앨범', '읍니', '다펌프', '펌프']"
Thu Feb 10 06:33:52 +0000 2022,"출시 예정인 실시간 전략 카드게임 레조넌스 솔스티스 (雷索纳斯, Resonance Solstice)의 메인 일러스트를 담당하였습니다.이 게임에서 주인공은 특수한 열차의 차장이 되어 여러가지 일을 해결 해 나… https://t.co/c0Ddo1doP5",출시 예정인 실시간 전략 카드게임 레조넌스 솔스티스   의 메인 일러스트를 담당하였습니다이 게임에서 주인공은 특수한 열차의 차장이 되어 여러가지 일을 해결 해 나 ,"['출시', '예정', '실시간', '전략', '카드게임', '레조', '넌스', '솔스', '티스', '메인', '일러스트', '담당', '주인공', '열차', '차장', '여러가지', '해결']"
Thu Feb 10 06:33:52 +0000 2022,게임 안해본 티 내죠? 캐릭터 마다 성격에 맞게 걸음걸이도 다르게 표현했는데,게임 안해본 티 내죠 캐릭터 마다 성격에 맞게 걸음걸이도 다르게 표현했는데,"['캐릭터', '마다', '성격', '걸음걸이', '표현']"
Thu Feb 10 06:33:51 +0000 2022,RT @gamebeers: 많고 많은 게임 중에 로오히만 콕 찝어서 그리고 라이레이 하나만 띡 가져와서 그것도 알계로 저러는 게 얼마나 저열하고 비열하고 하찮은 인간상인지를 극명하게 보여주는 듯...,  많고 많은 게임 중에 로오히만 콕 찝어서 그리고 라이레이 하나만 띡 가져와서 그것도 알계로 저러는 게 얼마나 저열하고 비열하고 하찮은 인간상인지를 극명하게 보여주는 듯,"['라이', '레이', '그것', '저열', '인간', '인지']"
Thu Feb 10 06:33:43 +0000 2022,"RT @do0_lluvia: 저번엔 이구동성 게임했는데 이번엔 Q&amp;A 하자고 하신ㅋㅋㅋㅋ

이제노 vs 안디형
🐰아웅 어려워엉 ... 안돼애..... 안돼 미안해...

도영이 차마 제노라고 대답은 못하곸ㅋㅋㅋ미안하댘ㅋㅋㅋㅋ

 https://t.c…",  저번엔 이구동성 게임했는데 이번엔  하자고 하신ㅋㅋㅋㅋ이제노  안디형아웅 어려워엉  안돼애 안돼 미안해도영이 차마 제노라고 대답은 못하곸ㅋㅋㅋ미안하댘ㅋㅋㅋㅋ ,"['저번', '동성', '하자', '제노', '도영', '차마', '제노', '대답', '못하곸']"
Thu Feb 10 06:33:43 +0000 2022,RT @Frappu____: 근데 진짜 대박이지않음? 사이퍼즈라는게임이 제주도에잇는 회사에서 만들어져가지고 제주도 출신 남자아이돌들이 플레이하기 시작해서 그게 결국퍼져가지고 올해추석때 아이돌e스포츠대회에서 사이퍼즈를 종목으로 채택됐다는게 와 그냥 내…,  근데 진짜 대박이지않음 사이퍼즈라는게임이 제주도에잇는 회사에서 만들어져가지고 제주도 출신 남자아이돌들이 플레이하기 시작해서 그게 결국퍼져가지고 올해추석때 아이돌스포츠대회에서 사이퍼즈를 종목으로 채택됐다는게 와 그냥 내,"['대박', '사이퍼즈', '제주도', '회사', '제주도', '출신', '남자', '아이돌', '플레이', '시작', '그게', '올해', '추석', '아이돌', '스포츠', '대회', '사이퍼즈', '종목', '채택', '그냥']"
Thu Feb 10 06:33:42 +0000 2022,RT @Frappu____: 근데 진짜 대박이지않음? 사이퍼즈라는게임이 제주도에잇는 회사에서 만들어져가지고 제주도 출신 남자아이돌들이 플레이하기 시작해서 그게 결국퍼져가지고 올해추석때 아이돌e스포츠대회에서 사이퍼즈를 종목으로 채택됐다는게 와 그냥 내…,  근데 진짜 대박이지않음 사이퍼즈라는게임이 제주도에잇는 회사에서 만들어져가지고 제주도 출신 남자아이돌들이 플레이하기 시작해서 그게 결국퍼져가지고 올해추석때 아이돌스포츠대회에서 사이퍼즈를 종목으로 채택됐다는게 와 그냥 내,"['대박', '사이퍼즈', '제주도', '회사', '제주도', '출신', '남자', '아이돌', '플레이', '시작', '그게', '올해', '추석', '아이돌', '스포츠', '대회', '사이퍼즈', '종목', '채택', '그냥']"
Thu Feb 10 06:33:41 +0000 2022,RT @rootjy: 늘 진지하게 게임 하지만 자주 패배하는 냥든가 https://t.co/vfOE14GBPl,  늘 진지하게 게임 하지만 자주 패배하는 냥든가 ,['자주']
Thu Feb 10 06:33:39 +0000 2022,"@gojin4 @c584637 그래도-

김건희는
검찰청 법인카드 안썼고
검찰총장 업무추진비 슈킹 안했고~

김혜경은
경기도 법인카드로 소고기 사쳐묵고
도지사 업무추진비 슈킹하고~

국민세금은 손안댄 김건희… https://t.co/MA4xE08YyX",  그래도김건희는검찰청 법인카드 안썼고검찰총장 업무추진비 슈킹 안했고김혜경은경기도 법인카드로 소고기 사쳐묵고도지사 업무추진비 슈킹하고국민세금은 손안댄 김건희 ,"['김건희', '검찰청', '법인', '카드', '검찰총장', '업무', '추진', '슈킹', '김혜경', '경기도', '법인', '카드', '소고기', '묵고', '도지사', '업무', '추진', '슈킹', '국민', '세금', '김건희']"
Thu Feb 10 06:33:38 +0000 2022,"RT @fairyfloss_som: 🦁오우 쇼트트랙 금메달🥇
🐰나이쓰✨... 올림픽 게임없냐?
🦁돈 주고 사야지
🐰...ㅎㅎㅎㅎ
🦁라이언후니

지금 김진우랑 피파중
https://t.co/ioI2cerjRC https://t.co/KH7IVsm9U3",  오우 쇼트트랙 금메달나이쓰 올림픽 게임없냐돈 주고 사야지ㅎㅎㅎㅎ라이언후니지금 김진우랑 피파중 ,"['오우', '쇼트트랙', '금메달', '나이', '올림픽', '라이언', '후니', '지금', '김진우', '피파']"
Thu Feb 10 06:33:37 +0000 2022,"RT @yam_11124: #커미션 #커미션_오픈  #커미션RT
🌸RT이벤트!🌸
rt 하신 분들중 추첨으로 한분께 원하시는 캐릭터를 그려드립니다!

🌼증명사진 커미션!
🌼파판14 위주의 커미션!
🌼게임 캐릭터 커미션!
🌼그외에도 다른 자캐 커미션 가…",  커미션 커미션오픈  커미션이벤트 하신 분들중 추첨으로 한분께 원하시는 캐릭터를 그려드립니다증명사진 커미션파판 위주의 커미션게임 캐릭터 커미션그외에도 다른 자캐 커미션 가,"['커미션', '커미션', '오픈', '커미션', '이벤트', '추첨', '캐릭터', '증명사진', '커미션', '파판', '위주', '커미션', '캐릭터', '커미션', '자캐', '커미션']"
Thu Feb 10 06:33:35 +0000 2022,@dokeyeon 밸런스게임은 이런맛에, 밸런스게임은 이런맛에,['밸런스']
Thu Feb 10 06:33:33 +0000 2022,"RT @yam_11124: #커미션 #커미션_오픈  #커미션RT
🌸RT이벤트!🌸
rt 하신 분들중 추첨으로 한분께 원하시는 캐릭터를 그려드립니다!

🌼증명사진 커미션!
🌼파판14 위주의 커미션!
🌼게임 캐릭터 커미션!
🌼그외에도 다른 자캐 커미션 가…",  커미션 커미션오픈  커미션이벤트 하신 분들중 추첨으로 한분께 원하시는 캐릭터를 그려드립니다증명사진 커미션파판 위주의 커미션게임 캐릭터 커미션그외에도 다른 자캐 커미션 가,"['커미션', '커미션', '오픈', '커미션', '이벤트', '추첨', '캐릭터', '증명사진', '커미션', '파판', '위주', '커미션', '캐릭터', '커미션', '자캐', '커미션']"
Thu Feb 10 06:33:31 +0000 2022,"RT @facereplay: 정한이는 절대 게임 그냥 안 해
전설의 투호 던지기 https://t.co/De8NqXUkvO",  정한이는 절대 게임 그냥 안 해전설의 투호 던지기 ,"['절대', '그냥', '전설', '투호', '던지기']"
Thu Feb 10 06:33:31 +0000 2022,"📊 넷마블(251270) 2022년은 바쁜 한 해. 단, 게임 성적이 우선
📆 2022-02-10
🏢 이지은(대신증권)
https://t.co/lcCndSNCgA", 넷마블 년은 바쁜 한 해 단 게임 성적이 우선  이지은대신증권,"['넷마블', '성적', '이지은', '대신', '증권']"
Thu Feb 10 06:33:26 +0000 2022,"게임보이 어드밴스 369 in 1 휴대용 게임 타이틀 합팩, 2048M https://t.co/rzSETDFkGz 파트너스 활동으로 수수료를 받을수 있어요67 https://t.co/PTcX3mcGIF",게임보이 어드밴스    휴대용 게임 타이틀 합팩   파트너스 활동으로 수수료를 받을수 있어요 ,"['게임보이', '어드밴스', '휴대', '타이틀', '합팩', '파트너', '활동', '수수료']"
Thu Feb 10 06:33:23 +0000 2022,"RT @MySweety_Faker: 몇몇은 이 게임을 보고 티원이 젠지 상대로 잘 할수있겠냐 하겠지만 제리를 주고 케틀카르마를 주고 상대하는등 그들스스로에게 줄수있는 가장어려운 난이도를 해냈다

진탐으로 케틀카르마를 라인전에서 이겼다. 그건 제일 멍…",  몇몇은 이 게임을 보고 티원이 젠지 상대로 잘 할수있겠냐 하겠지만 제리를 주고 케틀카르마를 주고 상대하는등 그들스스로에게 줄수있는 가장어려운 난이도를 해냈다진탐으로 케틀카르마를 라인전에서 이겼다 그건 제일 멍,"['몇몇', '보고', '티원', '상대로', '제리', '케틀', '카르마', '상대', '스스로', '가장', '난이도', '케틀', '카르마', '라인', '제일']"
Thu Feb 10 06:33:21 +0000 2022,"RT @RY_plz: [ #RT + #FOLLOW 한정🖤 ]
통 크게 가봅시다 추첨 한 분께 파샤 한 박스 사 드립니다*^^* 

멘션에 원하시는 박스랑 제게 하고싶은 한 마디 남겨주세요^^ 안 남기시면 제가 갖겠습니다. 

타장르계, 구독계, 거래…",      한정 통 크게 가봅시다 추첨 한 분께 파샤 한 박스 사 드립니다 멘션에 원하시는 박스랑 제게 하고싶은 한 마디 남겨주세요 안 남기시면 제가 갖겠습니다 타장르계 구독계 거래,"['한정', '크게', '추첨', '파샤', '박스', '멘션', '박스', '마디', '타장르', '구독', '거래']"
Thu Feb 10 06:33:17 +0000 2022,"RT @myang0099: 로오히 제작 회사 클로버 게임즈 차기작
[잇츠미] 공식 트레일러 공개
https://t.co/bmQv1E8PDM https://t.co/cFwih41DQD",  로오히 제작 회사 클로버 게임즈 차기작잇츠미 공식 트레일러 공개 ,"['제작', '회사', '클로버', '차기작', '잇츠미', '공식', '트레일러', '공개']"
Thu Feb 10 06:33:16 +0000 2022,@chooochobi 스팀 해당게임 상점페이지에 DLC 목록이 떠있을거에요, 스팀 해당게임 상점페이지에  목록이 떠있을거에요,"['스팀', '해당', '상점', '페이지', '목록']"
Thu Feb 10 06:33:15 +0000 2022,RT @Zeva_GG: 공식도 정말 양심없다 일러스트에 남고휴들 눈썹은 꼬박꼬박 그려주면서 인게임 구현 안 해주는거 정말로 문제 있다고 생각합니다 제발 거짓말을 그만하시고 인게임도 눈썹을 주십시요 https://t.co/akwfCjXaav,  공식도 정말 양심없다 일러스트에 남고휴들 눈썹은 꼬박꼬박 그려주면서 인게임 구현 안 해주는거 정말로 문제 있다고 생각합니다 제발 거짓말을 그만하시고 인게임도 눈썹을 주십시요 ,"['공식', '정말', '양심', '일러스트', '남고', '눈썹', '꼬박꼬박', '구현', '문제', '생각', '제발', '거짓말', '눈썹']"
Thu Feb 10 06:33:13 +0000 2022,RT @RHCG_X: 프문이 돈 조지게 벌어서 나중에 도시 배경 오픈월드 게임 만들면...환상체도 막 돌아다니는 그런 세계면 와 정말 짜릿하겠다. 난이도 닼소 그 이상일듯. 밤되면 청소부 무한리젠되고 특정 자리마다 자리잡은 보스몹급 환상체들과 이상한…,  프문이 돈 조지게 벌어서 나중에 도시 배경 오픈월드 게임 만들면환상체도 막 돌아다니는 그런 세계면 와 정말 짜릿하겠다 난이도 닼소 그 이상일듯 밤되면 청소부 무한리젠되고 특정 자리마다 자리잡은 보스몹급 환상체들과 이상한,"['프문', '조지', '나중', '도시', '배경', '오픈월드', '환상', '세계', '정말', '난이도', '닼소', '이상일', '청소부', '무한', '리젠', '특정', '자리', '자리', '보스', '환상']"
Thu Feb 10 06:33:09 +0000 2022,"@AKB48W_KR .
.

또야??? 뭔놈의 게임이 에러가 이렇게 많냐,", 또야 뭔놈의 게임이 에러가 이렇게 많냐,['에러']
Thu Feb 10 06:33:08 +0000 2022,@choi_guun 그 게임 시작 전 로딩화면에 포스터 나오는거 그거 말하는건데 티모시로포 관련해서 페미니즘 이슈로 내려가는거 아니냐고 뭐라하나보지 뭐 잘 몰러 나도 글만 보고 대충 유추함, 그 게임 시작 전 로딩화면에 포스터 나오는거 그거 말하는건데 티모시로포 관련해서 페미니즘 이슈로 내려가는거 아니냐고 뭐라하나보지 뭐 잘 몰러 나도 글만 보고 대충 유추함,"['시작', '로딩', '화면', '포스터', '그거', '티모시', '관련', '페미니즘', '이슈', '보지', '보고', '대충', '유추']"
Thu Feb 10 06:33:04 +0000 2022,@Moon_wol_a 반모 좋아요! 게임은 하고싶은데 지금은 롤체밖에 못하네요 ㅠㅠ, 반모 좋아요 게임은 하고싶은데 지금은 롤체밖에 못하네요 ㅠㅠ,"['반모', '지금', '롤체']"
Thu Feb 10 06:33:03 +0000 2022,RT @karljung2085: 제발 게임 캐릭터 얘기라고 붙여줘요,  제발 게임 캐릭터 얘기라고 붙여줘요,"['제발', '캐릭터', '얘기']"
Thu Feb 10 06:32:56 +0000 2022,"닌텐도 GBA 콘솔 리퍼브 게임보이 어드밴스에 적합한 백라이트 장치가 없는 핫 멀티 컬러 레트로 핸드헬드 게임 핸드헬드 플레이어, 02 clear https://t.co/F4it5CTqdz 파트너스 활동으로… https://t.co/SLVJtXaI6E",닌텐도  콘솔 리퍼브 게임보이 어드밴스에 적합한 백라이트 장치가 없는 핫 멀티 컬러 레트로 핸드헬드 게임 핸드헬드 플레이어    파트너스 활동으로 ,"['닌텐도', '콘솔', '퍼브', '게임보이', '어드밴스', '백라이트', '장치', '멀티', '컬러', '레트로', '핸드', '헬드', '핸드', '헬드', '플레이어', '파트너', '활동']"
Thu Feb 10 06:32:54 +0000 2022,"@mr_sica_5959 앗 게임킬라했는데...
같이 그리는거임?", 앗 게임킬라했는데같이 그리는거임,[]
Thu Feb 10 06:32:53 +0000 2022,RT @KyangKyang: 게임세계를 더욱 풍부하게 만든다고 믿어야 한다. 황당무계한 이유들로 시나리오가 너덜너덜 해지더라도 어떻게든 누더기로 보이지 않게끔 최선을 다해 바느질을 해야한다. 남들이 뭐라고 말하든 적어도 시나리오 담당자에 있어서 게임…,  게임세계를 더욱 풍부하게 만든다고 믿어야 한다 황당무계한 이유들로 시나리오가 너덜너덜 해지더라도 어떻게든 누더기로 보이지 않게끔 최선을 다해 바느질을 해야한다 남들이 뭐라고 말하든 적어도 시나리오 담당자에 있어서 게임,"['세계', '더욱', '황당', '이유', '시나리오', '해지', '누더기', '보이지', '최선', '다해', '바느질', '시나리오', '담당자']"
Thu Feb 10 06:32:52 +0000 2022,"RT @ho_k41: #rt+#follow 이벤트

샘들 저 홋케 필름있는 스글 0.9에 구했어요 배송 왔는데 너무 이쁭ㅇ요😭그래서 기분 좋으니깐 이벤트 
16.0 아래로 원하는거 다 부르세요🤭

장르한정입미다 
저는 굿즈만 사드립미다 제받 딴 거…",   이벤트샘들 저 홋케 필름있는 스글 에 구했어요 배송 왔는데 너무 이쁭ㅇ요그래서 기분 좋으니깐 이벤트  아래로 원하는거 다 부르세요장르한정입미다 저는 굿즈만 사드립미다 제받 딴 거,"['이벤트', '홋케', '필름', '스글', '배송', '이쁭', '래서', '기분', '이벤트', '아래', '장르', '한정', '드립']"
Thu Feb 10 06:32:51 +0000 2022,"RT @bing_su0905: #rt 슬리브 많이 사서 이벤트 열어요
양식 : only rt 
진짜 랜덤으로 막 뽑을거라 소통 안하던분도 참여 가능합니당
구성 = 팝콘게임즈 하드 슬리브50장,레진탑꾸,비공굿 등등..? https://t.co/NKtk…",   슬리브 많이 사서 이벤트 열어요양식    진짜 랜덤으로 막 뽑을거라 소통 안하던분도 참여 가능합니당구성  팝콘게임즈 하드 슬리브장레진탑꾸비공굿 등등 ,"['슬리브', '사서', '이벤트', '양식', '랜덤', '소통', '분도', '참여', '구성', '팝콘', '하드', '슬리브', '레진']"
Thu Feb 10 06:32:51 +0000 2022,"RT @yam_11124: #커미션 #커미션_오픈  #커미션RT
🌸RT이벤트!🌸
rt 하신 분들중 추첨으로 한분께 원하시는 캐릭터를 그려드립니다!

🌼증명사진 커미션!
🌼파판14 위주의 커미션!
🌼게임 캐릭터 커미션!
🌼그외에도 다른 자캐 커미션 가…",  커미션 커미션오픈  커미션이벤트 하신 분들중 추첨으로 한분께 원하시는 캐릭터를 그려드립니다증명사진 커미션파판 위주의 커미션게임 캐릭터 커미션그외에도 다른 자캐 커미션 가,"['커미션', '커미션', '오픈', '커미션', '이벤트', '추첨', '캐릭터', '증명사진', '커미션', '파판', '위주', '커미션', '캐릭터', '커미션', '자캐', '커미션']"
Thu Feb 10 06:32:50 +0000 2022,"RT @UMME92: 그냥 해보고 싶은거 : 보드게임이랑 trpg를 섞은 게임 제작 - 자신만의 캐릭터가 있고 미니어처 주문제작가능(레귤러 캐릭터있음) - 시나리오 존재하고 (솔플용 멀티플용 존재)

이런게임을 만들어 큰돈을 벌고싶다(?)",  그냥 해보고 싶은거  보드게임이랑 를 섞은 게임 제작  자신만의 캐릭터가 있고 미니어처 주문제작가능레귤러 캐릭터있음  시나리오 존재하고 솔플용 멀티플용 존재이런게임을 만들어 큰돈을 벌고싶다,"['그냥', '보드게임', '제작', '캐릭터', '미니어처', '가능', '레귤러', '캐릭터', '시나리오', '존재', '멀티', '존재']"
Thu Feb 10 06:32:50 +0000 2022,"로오히에 여캐가 라이레이.한 명인 것도 아니고 ㅋㅋ
게임 안에 나이&amp;체형 다 골고루 다른 여캐들 많이 잇는데 라이레이만 덜렁 들고와서 그래도 뭐보단낫네요ㅋ 하면 존나어쩌라는거 상태 되는 거임",로오히에 여캐가 라이레이한 명인 것도 아니고 ㅋㅋ게임 안에 나이체형 다 골고루 다른 여캐들 많이 잇는데 라이레이만 덜렁 들고와서 그래도 뭐보단낫네요ㅋ 하면 존나어쩌라는거 상태 되는 거임,"['여캐', '라이', '레이', '명인', '나이', '체형', '여캐', '라이', '레이', '덜렁', '존나', '상태', '거임']"
Thu Feb 10 06:32:50 +0000 2022,그건맞는데... 일단 게임은 조금 미뤄보심이 https://t.co/n0AYNZOaRz,그건맞는데 일단 게임은 조금 미뤄보심이 ,['보심']
Thu Feb 10 06:32:50 +0000 2022,"RT @mabi_seran: https://t.co/AO2ZqnxQJR

어라? 마비노기 게임어바웃 문 닫는구나. 한때 마비노기 타임즈와 함께 자주 이용했던 곳이었는데 이렇게 사라진다.",  어라 마비노기 게임어바웃 문 닫는구나 한때 마비노기 타임즈와 함께 자주 이용했던 곳이었는데 이렇게 사라진다,"['마비노기', '바웃', '마비노기', '타임즈', '자주', '이용']"
Thu Feb 10 06:32:48 +0000 2022,"RT @Lespic7: 메갈손가락고치고사과하고
페미유튜버자르고사과하는게임인데
이상하게 트위터에서실드가많은게임",  메갈손가락고치고사과하고페미유튜버자르고사과하는게임인데이상하게 트위터에서실드가많은게임,"['손가락', '고치', '사과', '페미', '튜버', '사과', '트위터', '실드']"
